,X_org,Y_org,X_dest,Y_dest,time,frame
77,25.19837,55.3993,25.19664,55.412,56,43
78,25.19664,55.412,25.19307,55.42206,59,43
79,25.19307,55.42206,25.19317,55.44654,65,43
80,25.19317,55.44654,25.21071,55.44139,70,43
81,25.131924,55.247967,25.05599,55.21497,30,43
82,25.05599,55.21497,25.0601,55.21185,30,43
83,25.0601,55.21185,25.05676,55.20956,30,43
84,25.05676,55.20956,25.02698,55.17308,43,43
85,25.02698,55.17308,25.05423,55.16764,51,43
86,25.05423,55.16764,25.10846,55.13277,69,43
87,25.10846,55.13277,25.23008,55.26805,118,43
88,25.23008,55.26805,25.2351,55.27473,120,43
89,25.2351,55.27473,25.23199,55.28241,122,43
90,25.23199,55.28241,25.22318,55.29383,126,43
91,25.22318,55.29383,25.24562,55.29304,132,43
92,25.24562,55.29304,25.26016,55.29882,136,43
93,25.131924,55.247967,25.08163,55.22339,23,43
94,25.08163,55.22339,25.0823,55.22555,23,43
95,25.0823,55.22555,25.0756,55.22737,25,43
96,25.0756,55.22737,25.07452,55.23949,28,43
97,25.07452,55.23949,25.06094,55.23629,32,43
98,25.06094,55.23629,25.05229,55.25397,37,43
99,25.05229,55.25397,25.0477,55.25158,38,43
100,25.0477,55.25158,25.0414,55.23741,42,43
101,25.0414,55.23741,25.02596,55.24254,47,43
102,25.02596,55.24254,25.03464,55.26914,54,43
103,25.03464,55.26914,25.05287,55.28268,60,43
104,25.05287,55.28268,25.01201,55.3074,73,43
105,25.131924,55.247967,25.16502,55.23734,17,43
106,25.16502,55.23734,25.17456,55.2213,22,43
107,25.17456,55.2213,25.17527,55.22161,22,43
108,25.17527,55.22161,25.18885,55.22908,26,43
109,25.18885,55.22908,25.18808,55.23945,29,43
110,25.18808,55.23945,25.20232,55.2512,34,43
111,25.20232,55.2512,25.2155,55.24957,38,43
112,25.2155,55.24957,25.21515,55.26952,43,43
113,25.21515,55.26952,25.20962,55.27976,46,43
114,25.20962,55.27976,25.20843,55.27859,46,43
115,25.20843,55.27859,25.20056,55.2821,48,43
116,25.20056,55.2821,25.18561,55.2858,52,43
117,25.131924,55.247967,25.15446,55.23674,14,43
118,25.15446,55.23674,25.15365,55.22223,18,43
119,25.15365,55.22223,25.15568,55.21666,20,43
120,25.15568,55.21666,25.16084,55.21174,22,43
121,25.16084,55.21174,25.15708,55.20947,22,43
122,25.15708,55.20947,25.15532,55.20238,24,43
123,25.15532,55.20238,25.14748,55.19621,27,43
124,25.14748,55.19621,25.12821,55.1934,33,43
125,25.12821,55.1934,25.11934,55.20246,36,43
126,25.11934,55.20246,25.11825,55.18991,39,43
127,25.11825,55.18991,25.11522,55.18786,39,43
128,25.11522,55.18786,25.08521,55.20061,48,43
129,25.131924,55.247967,25.15507,55.26231,15,43
130,25.15507,55.26231,25.1666,55.25771,19,43
131,25.1666,55.25771,25.16438,55.25757,19,43
132,25.16438,55.25757,25.17669,55.27524,25,43
133,25.17669,55.27524,25.18404,55.26869,28,43
134,25.18404,55.26869,25.19402,55.26215,31,43
135,25.19402,55.26215,25.2041,55.26618,34,43
136,25.2041,55.26618,25.20032,55.27426,36,43
137,25.20032,55.27426,25.19918,55.28011,38,43
138,25.131924,55.247967,25.11697,55.23491,12,43
139,25.11697,55.23491,25.10381,55.21119,19,43
140,25.10381,55.21119,25.10422,55.20407,21,43
141,25.10422,55.20407,25.09667,55.19555,24,43
142,25.09667,55.19555,25.10057,55.19181,25,43
143,25.10057,55.19181,25.10231,55.18992,25,43
144,25.10231,55.18992,25.09703,55.18747,27,43
145,25.09703,55.18747,25.09491,55.18041,29,43
146,25.09491,55.18041,25.10166,55.17029,32,43
147,25.10166,55.17029,25.08863,55.15318,38,43
148,25.08863,55.15318,25.08347,55.15529,40,43
149,25.08347,55.15529,25.06136,55.15004,46,43
0,25.131924,55.247967,25.12446,55.39438,45,44
1,25.12446,55.39438,25.1894,55.43323,66,44
2,25.1894,55.43323,25.32007,55.34867,109,44
3,25.32007,55.34867,25.28748,55.39859,125,44
4,25.28748,55.39859,25.28538,55.41518,129,44
5,25.28538,55.41518,25.27492,55.43653,135,44
6,25.27492,55.43653,25.25423,55.44421,141,44
7,25.25423,55.44421,25.23662,55.47326,150,44
8,25.23662,55.47326,25.24339,55.4817,153,44
9,25.24339,55.4817,25.24069,55.5261,165,44
10,25.24069,55.5261,25.19782,55.61662,191,44
11,25.19782,55.61662,25.20046,55.62126,191,44
12,25.131924,55.247967,24.87767,55.36096,85,44
13,24.87767,55.36096,24.98686,55.40105,118,44
14,24.98686,55.40105,25.24314,55.47142,194,44
15,25.24314,55.47142,25.24978,55.4669,196,44
16,25.24978,55.4669,25.24851,55.47292,198,44
17,25.24851,55.47292,25.24995,55.47013,198,44
18,25.24995,55.47013,25.257,55.4811,201,44
19,25.257,55.4811,25.25829,55.48472,201,44
20,25.25829,55.48472,25.25009,55.48451,203,44
21,25.25009,55.48451,25.24029,55.51082,210,44
22,25.131924,55.247967,25.20072,55.37395,45,44
23,25.20072,55.37395,25.2122,55.40042,53,44
24,25.2122,55.40042,25.21557,55.39962,53,44
25,25.21557,55.39962,25.24019,55.40853,60,44
26,25.24019,55.40853,25.23752,55.41075,60,44
27,25.23752,55.41075,25.24488,55.42144,63,44
28,25.24488,55.42144,25.25249,55.41253,66,44
29,25.25249,55.41253,25.2539,55.42102,68,44
30,25.2539,55.42102,25.24903,55.43506,72,44
31,25.24903,55.43506,25.2682,55.45206,79,44
32,25.2682,55.45206,25.27338,55.45896,81,44
33,25.27338,55.45896,25.26084,55.45831,85,44
34,25.131924,55.247967,25.15769,55.37842,42,44
35,25.15769,55.37842,25.18176,55.40313,51,44
36,25.18176,55.40313,25.17595,55.41097,54,44
37,25.17595,55.41097,25.1774,55.41439,54,44
38,25.1774,55.41439,25.20325,55.40744,62,44
39,25.20325,55.40744,25.21085,55.41575,65,44
40,25.21085,55.41575,25.21886,55.41924,67,44
41,25.21886,55.41924,25.21863,55.42114,67,44
42,25.21863,55.42114,25.21949,55.42395,67,44
43,25.21949,55.42395,25.22959,55.43036,70,44
44,25.22959,55.43036,25.22684,55.43862,72,44
45,25.22684,55.43862,25.24295,55.44306,77,44
46,25.131924,55.247967,25.17115,55.31104,27,44
47,25.17115,55.31104,25.22346,55.3347,43,44
48,25.22346,55.3347,25.24414,55.31444,51,44
49,25.24414,55.31444,25.25875,55.32474,56,44
50,25.25875,55.32474,25.2628,55.33552,59,44
51,25.2628,55.33552,25.27426,55.31728,65,44
52,25.27426,55.31728,25.28382,55.36034,76,44
53,25.28382,55.36034,25.2802,55.37055,79,44
54,25.2802,55.37055,25.27473,55.36884,81,44
55,25.27473,55.36884,25.25414,55.38209,88,44
56,25.25414,55.38209,25.23526,55.40028,95,44
57,25.23526,55.40028,25.23404,55.41008,98,44
58,25.131924,55.247967,25.07476,55.344,37,44
59,25.07476,55.344,25.08255,55.35122,40,44
60,25.08255,55.35122,25.08086,55.35775,42,44
61,25.08086,55.35775,25.08416,55.35943,42,44
62,25.08416,55.35943,25.07524,55.36551,45,44
63,25.07524,55.36551,25.07551,55.36194,45,44
64,25.07551,55.36194,25.07112,55.36217,45,44
65,25.07112,55.36217,25.0689,55.36179,45,44
66,25.0689,55.36179,25.07693,55.3462,50,44
67,25.07693,55.3462,25.08702,55.35615,54,44
68,25.08702,55.35615,25.12708,55.37347,66,44
69,25.12708,55.37347,25.1284,55.3817,68,44
70,25.131924,55.247967,25.16021,55.28106,19,44
71,25.16021,55.28106,25.16349,55.33496,33,44
72,25.16349,55.33496,25.18283,55.36252,42,44
73,25.18283,55.36252,25.1815,55.37615,46,44
74,25.1815,55.37615,25.19189,55.38844,50,44
75,25.19189,55.38844,25.19143,55.38989,50,44
76,25.19143,55.38989,25.19837,55.3993,53,44
77,25.19837,55.3993,25.19664,55.412,56,44
78,25.19664,55.412,25.19307,55.42206,59,44
79,25.19307,55.42206,25.19317,55.44654,65,44
80,25.19317,55.44654,25.21071,55.44139,70,44
81,25.131924,55.247967,25.05599,55.21497,30,44
82,25.05599,55.21497,25.0601,55.21185,30,44
83,25.0601,55.21185,25.05676,55.20956,30,44
84,25.05676,55.20956,25.02698,55.17308,43,44
85,25.02698,55.17308,25.05423,55.16764,51,44
86,25.05423,55.16764,25.10846,55.13277,69,44
87,25.10846,55.13277,25.23008,55.26805,118,44
88,25.23008,55.26805,25.2351,55.27473,120,44
89,25.2351,55.27473,25.23199,55.28241,122,44
90,25.23199,55.28241,25.22318,55.29383,126,44
91,25.22318,55.29383,25.24562,55.29304,132,44
92,25.24562,55.29304,25.26016,55.29882,136,44
93,25.131924,55.247967,25.08163,55.22339,23,44
94,25.08163,55.22339,25.0823,55.22555,23,44
95,25.0823,55.22555,25.0756,55.22737,25,44
96,25.0756,55.22737,25.07452,55.23949,28,44
97,25.07452,55.23949,25.06094,55.23629,32,44
98,25.06094,55.23629,25.05229,55.25397,37,44
99,25.05229,55.25397,25.0477,55.25158,38,44
100,25.0477,55.25158,25.0414,55.23741,42,44
101,25.0414,55.23741,25.02596,55.24254,47,44
102,25.02596,55.24254,25.03464,55.26914,54,44
103,25.03464,55.26914,25.05287,55.28268,60,44
104,25.05287,55.28268,25.01201,55.3074,73,44
105,25.131924,55.247967,25.16502,55.23734,17,44
106,25.16502,55.23734,25.17456,55.2213,22,44
107,25.17456,55.2213,25.17527,55.22161,22,44
108,25.17527,55.22161,25.18885,55.22908,26,44
109,25.18885,55.22908,25.18808,55.23945,29,44
110,25.18808,55.23945,25.20232,55.2512,34,44
111,25.20232,55.2512,25.2155,55.24957,38,44
112,25.2155,55.24957,25.21515,55.26952,43,44
113,25.21515,55.26952,25.20962,55.27976,46,44
114,25.20962,55.27976,25.20843,55.27859,46,44
115,25.20843,55.27859,25.20056,55.2821,48,44
116,25.20056,55.2821,25.18561,55.2858,52,44
117,25.131924,55.247967,25.15446,55.23674,14,44
118,25.15446,55.23674,25.15365,55.22223,18,44
119,25.15365,55.22223,25.15568,55.21666,20,44
120,25.15568,55.21666,25.16084,55.21174,22,44
121,25.16084,55.21174,25.15708,55.20947,22,44
122,25.15708,55.20947,25.15532,55.20238,24,44
123,25.15532,55.20238,25.14748,55.19621,27,44
124,25.14748,55.19621,25.12821,55.1934,33,44
125,25.12821,55.1934,25.11934,55.20246,36,44
126,25.11934,55.20246,25.11825,55.18991,39,44
127,25.11825,55.18991,25.11522,55.18786,39,44
128,25.11522,55.18786,25.08521,55.20061,48,44
129,25.131924,55.247967,25.15507,55.26231,15,44
130,25.15507,55.26231,25.1666,55.25771,19,44
131,25.1666,55.25771,25.16438,55.25757,19,44
132,25.16438,55.25757,25.17669,55.27524,25,44
133,25.17669,55.27524,25.18404,55.26869,28,44
134,25.18404,55.26869,25.19402,55.26215,31,44
135,25.19402,55.26215,25.2041,55.26618,34,44
136,25.2041,55.26618,25.20032,55.27426,36,44
137,25.20032,55.27426,25.19918,55.28011,38,44
138,25.131924,55.247967,25.11697,55.23491,12,44
139,25.11697,55.23491,25.10381,55.21119,19,44
140,25.10381,55.21119,25.10422,55.20407,21,44
141,25.10422,55.20407,25.09667,55.19555,24,44
142,25.09667,55.19555,25.10057,55.19181,25,44
143,25.10057,55.19181,25.10231,55.18992,25,44
144,25.10231,55.18992,25.09703,55.18747,27,44
145,25.09703,55.18747,25.09491,55.18041,29,44
146,25.09491,55.18041,25.10166,55.17029,32,44
147,25.10166,55.17029,25.08863,55.15318,38,44
148,25.08863,55.15318,25.08347,55.15529,40,44
149,25.08347,55.15529,25.06136,55.15004,46,44
0,25.131924,55.247967,25.12446,55.39438,45,45
1,25.12446,55.39438,25.1894,55.43323,66,45
2,25.1894,55.43323,25.32007,55.34867,109,45
3,25.32007,55.34867,25.28748,55.39859,125,45
4,25.28748,55.39859,25.28538,55.41518,129,45
5,25.28538,55.41518,25.27492,55.43653,135,45
6,25.27492,55.43653,25.25423,55.44421,141,45
7,25.25423,55.44421,25.23662,55.47326,150,45
8,25.23662,55.47326,25.24339,55.4817,153,45
9,25.24339,55.4817,25.24069,55.5261,165,45
10,25.24069,55.5261,25.19782,55.61662,191,45
11,25.19782,55.61662,25.20046,55.62126,191,45
12,25.131924,55.247967,24.87767,55.36096,85,45
13,24.87767,55.36096,24.98686,55.40105,118,45
14,24.98686,55.40105,25.24314,55.47142,194,45
15,25.24314,55.47142,25.24851,55.47292,196,45
16,25.24851,55.47292,25.24995,55.47013,196,45
17,25.24995,55.47013,25.24978,55.4669,196,45
18,25.24978,55.4669,25.257,55.4811,200,45
19,25.257,55.4811,25.25829,55.48472,200,45
20,25.25829,55.48472,25.25009,55.48451,202,45
21,25.25009,55.48451,25.24029,55.51082,209,45
22,25.131924,55.247967,25.20072,55.37395,45,45
23,25.20072,55.37395,25.2122,55.40042,53,45
24,25.2122,55.40042,25.21557,55.39962,53,45
25,25.21557,55.39962,25.24019,55.40853,60,45
26,25.24019,55.40853,25.23752,55.41075,60,45
27,25.23752,55.41075,25.24488,55.42144,63,45
28,25.24488,55.42144,25.25249,55.41253,66,45
29,25.25249,55.41253,25.2539,55.42102,68,45
30,25.2539,55.42102,25.24903,55.43506,72,45
31,25.24903,55.43506,25.2682,55.45206,79,45
32,25.2682,55.45206,25.27338,55.45896,81,45
33,25.27338,55.45896,25.26084,55.45831,85,45
34,25.131924,55.247967,25.15769,55.37842,42,45
35,25.15769,55.37842,25.18176,55.40313,51,45
36,25.18176,55.40313,25.17595,55.41097,54,45
37,25.17595,55.41097,25.1774,55.41439,54,45
38,25.1774,55.41439,25.20325,55.40744,62,45
39,25.20325,55.40744,25.21085,55.41575,65,45
40,25.21085,55.41575,25.21886,55.41924,67,45
41,25.21886,55.41924,25.21863,55.42114,67,45
42,25.21863,55.42114,25.21949,55.42395,67,45
43,25.21949,55.42395,25.22959,55.43036,70,45
44,25.22959,55.43036,25.22684,55.43862,72,45
45,25.22684,55.43862,25.24295,55.44306,77,45
46,25.131924,55.247967,25.17115,55.31104,27,45
47,25.17115,55.31104,25.22346,55.3347,43,45
48,25.22346,55.3347,25.24414,55.31444,51,45
49,25.24414,55.31444,25.25875,55.32474,56,45
50,25.25875,55.32474,25.2628,55.33552,59,45
51,25.2628,55.33552,25.27426,55.31728,65,45
52,25.27426,55.31728,25.28382,55.36034,76,45
53,25.28382,55.36034,25.2802,55.37055,79,45
54,25.2802,55.37055,25.27473,55.36884,81,45
55,25.27473,55.36884,25.25414,55.38209,88,45
56,25.25414,55.38209,25.23526,55.40028,95,45
57,25.23526,55.40028,25.23404,55.41008,98,45
58,25.131924,55.247967,25.07476,55.344,37,45
59,25.07476,55.344,25.08255,55.35122,40,45
60,25.08255,55.35122,25.08086,55.35775,42,45
61,25.08086,55.35775,25.08416,55.35943,42,45
62,25.08416,55.35943,25.07524,55.36551,45,45
63,25.07524,55.36551,25.07551,55.36194,45,45
64,25.07551,55.36194,25.07112,55.36217,45,45
65,25.07112,55.36217,25.0689,55.36179,45,45
66,25.0689,55.36179,25.07693,55.3462,50,45
67,25.07693,55.3462,25.08702,55.35615,54,45
68,25.08702,55.35615,25.12708,55.37347,66,45
69,25.12708,55.37347,25.1284,55.3817,68,45
70,25.131924,55.247967,25.16021,55.28106,19,45
71,25.16021,55.28106,25.16349,55.33496,33,45
72,25.16349,55.33496,25.18283,55.36252,42,45
73,25.18283,55.36252,25.1815,55.37615,46,45
74,25.1815,55.37615,25.19189,55.38844,50,45
75,25.19189,55.38844,25.19143,55.38989,50,45
76,25.19143,55.38989,25.19837,55.3993,53,45
77,25.19837,55.3993,25.19664,55.412,56,45
78,25.19664,55.412,25.19307,55.42206,59,45
79,25.19307,55.42206,25.19317,55.44654,65,45
80,25.19317,55.44654,25.21071,55.44139,70,45
81,25.131924,55.247967,25.05599,55.21497,30,45
82,25.05599,55.21497,25.0601,55.21185,30,45
83,25.0601,55.21185,25.05676,55.20956,30,45
84,25.05676,55.20956,25.02698,55.17308,43,45
85,25.02698,55.17308,25.05423,55.16764,51,45
86,25.05423,55.16764,25.10846,55.13277,69,45
87,25.10846,55.13277,25.23008,55.26805,118,45
88,25.23008,55.26805,25.2351,55.27473,120,45
89,25.2351,55.27473,25.23199,55.28241,122,45
90,25.23199,55.28241,25.22318,55.29383,126,45
91,25.22318,55.29383,25.24562,55.29304,132,45
92,25.24562,55.29304,25.26016,55.29882,136,45
93,25.131924,55.247967,25.08163,55.22339,23,45
94,25.08163,55.22339,25.0823,55.22555,23,45
95,25.0823,55.22555,25.0756,55.22737,25,45
96,25.0756,55.22737,25.07452,55.23949,28,45
97,25.07452,55.23949,25.06094,55.23629,32,45
98,25.06094,55.23629,25.05229,55.25397,37,45
99,25.05229,55.25397,25.0477,55.25158,38,45
100,25.0477,55.25158,25.0414,55.23741,42,45
101,25.0414,55.23741,25.02596,55.24254,47,45
102,25.02596,55.24254,25.03464,55.26914,54,45
103,25.03464,55.26914,25.05287,55.28268,60,45
104,25.05287,55.28268,25.01201,55.3074,73,45
105,25.131924,55.247967,25.16502,55.23734,17,45
106,25.16502,55.23734,25.17456,55.2213,22,45
107,25.17456,55.2213,25.17527,55.22161,22,45
108,25.17527,55.22161,25.18885,55.22908,26,45
109,25.18885,55.22908,25.18808,55.23945,29,45
110,25.18808,55.23945,25.20232,55.2512,34,45
111,25.20232,55.2512,25.2155,55.24957,38,45
112,25.2155,55.24957,25.21515,55.26952,43,45
113,25.21515,55.26952,25.20962,55.27976,46,45
114,25.20962,55.27976,25.20843,55.27859,46,45
115,25.20843,55.27859,25.20056,55.2821,48,45
116,25.20056,55.2821,25.18561,55.2858,52,45
117,25.131924,55.247967,25.15446,55.23674,14,45
118,25.15446,55.23674,25.15365,55.22223,18,45
119,25.15365,55.22223,25.15568,55.21666,20,45
120,25.15568,55.21666,25.16084,55.21174,22,45
121,25.16084,55.21174,25.15708,55.20947,22,45
122,25.15708,55.20947,25.15532,55.20238,24,45
123,25.15532,55.20238,25.14748,55.19621,27,45
124,25.14748,55.19621,25.12821,55.1934,33,45
125,25.12821,55.1934,25.11934,55.20246,36,45
126,25.11934,55.20246,25.11825,55.18991,39,45
127,25.11825,55.18991,25.11522,55.18786,39,45
128,25.11522,55.18786,25.08521,55.20061,48,45
129,25.131924,55.247967,25.15507,55.26231,15,45
130,25.15507,55.26231,25.1666,55.25771,19,45
131,25.1666,55.25771,25.16438,55.25757,19,45
132,25.16438,55.25757,25.17669,55.27524,25,45
133,25.17669,55.27524,25.18404,55.26869,28,45
134,25.18404,55.26869,25.19402,55.26215,31,45
135,25.19402,55.26215,25.2041,55.26618,34,45
136,25.2041,55.26618,25.20032,55.27426,36,45
137,25.20032,55.27426,25.19918,55.28011,38,45
138,25.131924,55.247967,25.11697,55.23491,12,45
139,25.11697,55.23491,25.10381,55.21119,19,45
140,25.10381,55.21119,25.10422,55.20407,21,45
141,25.10422,55.20407,25.09667,55.19555,24,45
142,25.09667,55.19555,25.10057,55.19181,25,45
143,25.10057,55.19181,25.10231,55.18992,25,45
144,25.10231,55.18992,25.09703,55.18747,27,45
145,25.09703,55.18747,25.09491,55.18041,29,45
146,25.09491,55.18041,25.10166,55.17029,32,45
147,25.10166,55.17029,25.08863,55.15318,38,45
148,25.08863,55.15318,25.08347,55.15529,40,45
149,25.08347,55.15529,25.06136,55.15004,46,45
0,25.131924,55.247967,25.12446,55.39438,45,46
1,25.12446,55.39438,25.1894,55.43323,66,46
2,25.1894,55.43323,25.32007,55.34867,109,46
3,25.32007,55.34867,25.28748,55.39859,125,46
4,25.28748,55.39859,25.28538,55.41518,129,46
5,25.28538,55.41518,25.27492,55.43653,135,46
6,25.27492,55.43653,25.25423,55.44421,141,46
7,25.25423,55.44421,25.23662,55.47326,150,46
8,25.23662,55.47326,25.24339,55.4817,153,46
9,25.24339,55.4817,25.24069,55.5261,165,46
10,25.24069,55.5261,25.19782,55.61662,191,46
11,25.19782,55.61662,25.20046,55.62126,191,46
12,25.131924,55.247967,24.98686,55.40105,64,46
13,24.98686,55.40105,25.24314,55.47142,140,46
14,25.24314,55.47142,25.24851,55.47292,142,46
15,25.24851,55.47292,25.24995,55.47013,142,46
16,25.24995,55.47013,25.24978,55.4669,142,46
17,25.24978,55.4669,25.257,55.4811,146,46
18,25.257,55.4811,25.25829,55.48472,146,46
19,25.25829,55.48472,25.25009,55.48451,148,46
20,25.25009,55.48451,25.24029,55.51082,155,46
21,25.131924,55.247967,25.20072,55.37395,45,46
22,25.20072,55.37395,25.2122,55.40042,53,46
23,25.2122,55.40042,25.21557,55.39962,53,46
24,25.21557,55.39962,25.24019,55.40853,60,46
25,25.24019,55.40853,25.23752,55.41075,60,46
26,25.23752,55.41075,25.24488,55.42144,63,46
27,25.24488,55.42144,25.25249,55.41253,66,46
28,25.25249,55.41253,25.2539,55.42102,68,46
29,25.2539,55.42102,25.24903,55.43506,72,46
30,25.24903,55.43506,25.2682,55.45206,79,46
31,25.2682,55.45206,25.27338,55.45896,81,46
32,25.27338,55.45896,25.26084,55.45831,85,46
33,25.131924,55.247967,25.15769,55.37842,42,46
34,25.15769,55.37842,25.18176,55.40313,51,46
35,25.18176,55.40313,25.17595,55.41097,54,46
36,25.17595,55.41097,25.1774,55.41439,54,46
37,25.1774,55.41439,25.20325,55.40744,62,46
38,25.20325,55.40744,25.21085,55.41575,65,46
39,25.21085,55.41575,25.21886,55.41924,67,46
40,25.21886,55.41924,25.21863,55.42114,67,46
41,25.21863,55.42114,25.21949,55.42395,67,46
42,25.21949,55.42395,25.22959,55.43036,70,46
43,25.22959,55.43036,25.22684,55.43862,72,46
44,25.22684,55.43862,25.24295,55.44306,77,46
45,25.131924,55.247967,25.17115,55.31104,27,46
46,25.17115,55.31104,25.22346,55.3347,43,46
47,25.22346,55.3347,25.24414,55.31444,51,46
48,25.24414,55.31444,25.25875,55.32474,56,46
49,25.25875,55.32474,25.2628,55.33552,59,46
50,25.2628,55.33552,25.27426,55.31728,65,46
51,25.27426,55.31728,25.28382,55.36034,76,46
52,25.28382,55.36034,25.2802,55.37055,79,46
53,25.2802,55.37055,25.27473,55.36884,81,46
54,25.27473,55.36884,25.25414,55.38209,88,46
55,25.25414,55.38209,25.23526,55.40028,95,46
56,25.23526,55.40028,25.23404,55.41008,98,46
57,25.131924,55.247967,25.07476,55.344,37,46
58,25.07476,55.344,25.08255,55.35122,40,46
59,25.08255,55.35122,25.08086,55.35775,42,46
60,25.08086,55.35775,25.08416,55.35943,42,46
61,25.08416,55.35943,25.07524,55.36551,45,46
62,25.07524,55.36551,25.07551,55.36194,45,46
63,25.07551,55.36194,25.07112,55.36217,45,46
64,25.07112,55.36217,25.0689,55.36179,45,46
65,25.0689,55.36179,25.07693,55.3462,50,46
66,25.07693,55.3462,25.08702,55.35615,54,46
67,25.08702,55.35615,25.12708,55.37347,66,46
68,25.12708,55.37347,25.1284,55.3817,68,46
69,25.131924,55.247967,25.16021,55.28106,19,46
70,25.16021,55.28106,25.16349,55.33496,33,46
71,25.16349,55.33496,25.18283,55.36252,42,46
72,25.18283,55.36252,25.1815,55.37615,46,46
73,25.1815,55.37615,25.19189,55.38844,50,46
74,25.19189,55.38844,25.19143,55.38989,50,46
75,25.19143,55.38989,25.19837,55.3993,53,46
76,25.19837,55.3993,25.19664,55.412,56,46
77,25.19664,55.412,25.19307,55.42206,59,46
78,25.19307,55.42206,25.19317,55.44654,65,46
79,25.19317,55.44654,25.21071,55.44139,70,46
80,25.21071,55.44139,24.87767,55.36096,167,46
81,25.131924,55.247967,25.05599,55.21497,30,46
82,25.05599,55.21497,25.0601,55.21185,30,46
83,25.0601,55.21185,25.05676,55.20956,30,46
84,25.05676,55.20956,25.02698,55.17308,43,46
85,25.02698,55.17308,25.05423,55.16764,51,46
86,25.05423,55.16764,25.10846,55.13277,69,46
87,25.10846,55.13277,25.23008,55.26805,118,46
88,25.23008,55.26805,25.2351,55.27473,120,46
89,25.2351,55.27473,25.23199,55.28241,122,46
90,25.23199,55.28241,25.22318,55.29383,126,46
91,25.22318,55.29383,25.24562,55.29304,132,46
92,25.24562,55.29304,25.26016,55.29882,136,46
93,25.131924,55.247967,25.08163,55.22339,23,46
94,25.08163,55.22339,25.0823,55.22555,23,46
95,25.0823,55.22555,25.0756,55.22737,25,46
96,25.0756,55.22737,25.07452,55.23949,28,46
97,25.07452,55.23949,25.06094,55.23629,32,46
98,25.06094,55.23629,25.05229,55.25397,37,46
99,25.05229,55.25397,25.0477,55.25158,38,46
100,25.0477,55.25158,25.0414,55.23741,42,46
101,25.0414,55.23741,25.02596,55.24254,47,46
102,25.02596,55.24254,25.03464,55.26914,54,46
103,25.03464,55.26914,25.05287,55.28268,60,46
104,25.05287,55.28268,25.01201,55.3074,73,46
105,25.131924,55.247967,25.16502,55.23734,17,46
106,25.16502,55.23734,25.17456,55.2213,22,46
107,25.17456,55.2213,25.17527,55.22161,22,46
108,25.17527,55.22161,25.18885,55.22908,26,46
109,25.18885,55.22908,25.18808,55.23945,29,46
110,25.18808,55.23945,25.20232,55.2512,34,46
111,25.20232,55.2512,25.2155,55.24957,38,46
112,25.2155,55.24957,25.21515,55.26952,43,46
113,25.21515,55.26952,25.20962,55.27976,46,46
114,25.20962,55.27976,25.20843,55.27859,46,46
115,25.20843,55.27859,25.20056,55.2821,48,46
116,25.20056,55.2821,25.18561,55.2858,52,46
117,25.131924,55.247967,25.15446,55.23674,14,46
118,25.15446,55.23674,25.15365,55.22223,18,46
119,25.15365,55.22223,25.15568,55.21666,20,46
120,25.15568,55.21666,25.16084,55.21174,22,46
121,25.16084,55.21174,25.15708,55.20947,22,46
122,25.15708,55.20947,25.15532,55.20238,24,46
123,25.15532,55.20238,25.14748,55.19621,27,46
124,25.14748,55.19621,25.12821,55.1934,33,46
125,25.12821,55.1934,25.11934,55.20246,36,46
126,25.11934,55.20246,25.11825,55.18991,39,46
127,25.11825,55.18991,25.11522,55.18786,39,46
128,25.11522,55.18786,25.08521,55.20061,48,46
129,25.131924,55.247967,25.15507,55.26231,15,46
130,25.15507,55.26231,25.1666,55.25771,19,46
131,25.1666,55.25771,25.16438,55.25757,19,46
132,25.16438,55.25757,25.17669,55.27524,25,46
133,25.17669,55.27524,25.18404,55.26869,28,46
134,25.18404,55.26869,25.19402,55.26215,31,46
135,25.19402,55.26215,25.2041,55.26618,34,46
136,25.2041,55.26618,25.20032,55.27426,36,46
137,25.20032,55.27426,25.19918,55.28011,38,46
138,25.131924,55.247967,25.11697,55.23491,12,46
139,25.11697,55.23491,25.10381,55.21119,19,46
140,25.10381,55.21119,25.10422,55.20407,21,46
141,25.10422,55.20407,25.09667,55.19555,24,46
142,25.09667,55.19555,25.10057,55.19181,25,46
143,25.10057,55.19181,25.10231,55.18992,25,46
144,25.10231,55.18992,25.09703,55.18747,27,46
145,25.09703,55.18747,25.09491,55.18041,29,46
146,25.09491,55.18041,25.10166,55.17029,32,46
147,25.10166,55.17029,25.08863,55.15318,38,46
148,25.08863,55.15318,25.08347,55.15529,40,46
149,25.08347,55.15529,25.06136,55.15004,46,46
0,25.131924,55.247967,25.12446,55.39438,45,47
1,25.12446,55.39438,25.1894,55.43323,66,47
2,25.1894,55.43323,25.32007,55.34867,109,47
3,25.32007,55.34867,25.28748,55.39859,125,47
4,25.28748,55.39859,25.28538,55.41518,129,47
5,25.28538,55.41518,25.27492,55.43653,135,47
6,25.27492,55.43653,25.25423,55.44421,141,47
7,25.25423,55.44421,25.23662,55.47326,150,47
8,25.23662,55.47326,25.24339,55.4817,153,47
9,25.24339,55.4817,25.24069,55.5261,165,47
10,25.24069,55.5261,25.19782,55.61662,191,47
11,25.19782,55.61662,25.20046,55.62126,191,47
12,25.131924,55.247967,24.98686,55.40105,64,47
13,24.98686,55.40105,25.24314,55.47142,140,47
14,25.24314,55.47142,25.24851,55.47292,142,47
